STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,VEHICLE_TYPE,Vehicle type,INFRASTRUCTURE_TYPE,Infrastructure type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AUS,Australia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,3556,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MNE,Montenegro,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MNE,Montenegro,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MNE,Montenegro,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MNE,Montenegro,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MNE,Montenegro,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MDA,Moldova,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MDA,Moldova,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MDA,Moldova,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MDA,Moldova,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MDA,Moldova,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,TRACKS,Rail tracks,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,TRACKS,Rail tracks,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,TRACKS,Rail tracks,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,TRACKS,Rail tracks,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,MLT,Malta,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,TRACKS,Rail tracks,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LIE,Liechtenstein,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LIE,Liechtenstein,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LIE,Liechtenstein,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LIE,Liechtenstein,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2020,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LIE,Liechtenstein,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2019,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LVA,Latvia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2023,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LVA,Latvia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2022,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,LVA,Latvia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,ROAD,Road,_T,Total,MOTORWAYS,Motorways,2021,,,,M,Missing value; data cannot exist,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,HRV,Croatia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,1656,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,HRV,Croatia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,1640,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,HRV,Croatia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,1649,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,HRV,Croatia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,1635,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,HRV,Croatia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,1638,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BGR,Bulgaria,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,3852,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BGR,Bulgaria,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,3857,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BGR,Bulgaria,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,3860,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BGR,Bulgaria,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,3729,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BGR,Bulgaria,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,3728,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BIH,Bosnia and Herzegovina,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,1065,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BIH,Bosnia and Herzegovina,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,1058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BIH,Bosnia and Herzegovina,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,1058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BIH,Bosnia and Herzegovina,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,1058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,BIH,Bosnia and Herzegovina,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,1058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AZE,Azerbaijan,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,1151,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AZE,Azerbaijan,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,1157,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AZE,Azerbaijan,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,1157,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AZE,Azerbaijan,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,1169,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,AZE,Azerbaijan,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,1169,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ARM,Armenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,725.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ARM,Armenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,725.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ARM,Armenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,703.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ARM,Armenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,703.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ARM,Armenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,703.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ALB,Albania,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ALB,Albania,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ALB,Albania,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ALB,Albania,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ALB,Albania,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,GBR,United Kingdom,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,14760,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,GBR,United Kingdom,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,14578,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,GBR,United Kingdom,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,14539,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,GBR,United Kingdom,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,14532,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,GBR,United Kingdom,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,14446,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,TUR,Türkiye,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,6454,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,TUR,Türkiye,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,5597,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,TUR,Türkiye,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,5377,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,TUR,Türkiye,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,5145,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,TUR,Türkiye,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,5070,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,CHE,Switzerland,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,5304.82001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SWE,Sweden,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,12339,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SWE,Sweden,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,12155,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SWE,Sweden,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,12152,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SWE,Sweden,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,12166,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SWE,Sweden,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,12143,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ESP,Spain,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,16840,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ESP,Spain,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2021,,16827,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ESP,Spain,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2020,,16528,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,ESP,Spain,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2019,,16204,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SVN,Slovenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2023,,1455,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSINFR(1.0),Annual length of inland transport infrastructure,I,SVN,Slovenia,A,Annual,INFRASTRUCTURE,Length of transport infrastructure,KM,Kilometres,RAIL,Rail,_T,Total,ELEC,Electrified,2022,,1455,,A,Normal value,0,Units,1,One
